cand,players,tag,salary,book_rank,book_rank_cov,sel_mean,sel_p194,aud_mean,aud_p194,gen_mean,book_rank_wemax,actual,actual_rank,actual_payout,e_payout,p_cash,p_top1000,p_top100,sim_mean,sim_q99,e_payout_capped,e_log
94,"00-0036040,00-0036963,00-0036973,00-0037239,00-0038563,00-0039139,00-0039376,00-0040666,JAX_DST",lev,50000,,,130.76358,0.0161,130.76358,0.0135,130.76357,,153.7,283359,0.0,6.0065,0.3392,0.0047,0.0004,130.76358,199.15848,5.4565,0.8305466126672713
95,"00-0036040,00-0036900,00-0036973,00-0038542,00-0039139,00-0039376,00-0039424,00-0039915,JAX_DST",lev,49900,,,130.84213,0.0098,130.84213,0.01,130.84213,,153.39999999999998,286782,0.0,7.2855,0.3303,0.0034,0.0005,130.84213,193.38718,4.9355,0.7983959384612022
96,"00-0036040,00-0036900,00-0037239,00-0038563,00-0038597,00-0039139,00-0039361,00-0039376,LV_DST",lev,49900,,,130.75107,0.0091,130.75107,0.0081,130.75107,,144.2,387003,0.0,5.9127,0.3281,0.0018,0.0003,130.75107,192.78098,4.0127,0.7716730412723738
97,"00-0034844,00-0036040,00-0036900,00-0036973,00-0037239,00-0038563,00-0039139,00-0039376,BAL_DST",lev,50000,,,130.67838,0.0112,130.67838,0.0103,130.67838,,120.9,636266,0.0,5.5485,0.3316,0.0028,0.0002,130.67838,195.67152,4.5485,0.796940275876038
98,"00-0032764,00-0036040,00-0036554,00-0036900,00-0036973,00-0039139,00-0039376,00-0039424,JAX_DST",lev,50000,,,130.76225,0.0099,130.76225,0.0098,130.76225,,162.4,199187,0.0,6.11,0.3345,0.0046,0.0008,130.76225,193.28593,5.66,0.8130830713415996
99,"00-0035644,00-0036040,00-0036223,00-0036900,00-0036963,00-0038563,00-0039139,00-0039376,LAC_DST",lev,49000,,,122.930084,0.0028,122.93008,0.0025,122.930084,,129.0,556964,0.0,1.8418,0.1938,0.0002,0.0,122.930084,181.48602,1.8418,0.444410962308102
100,"00-0036040,00-0036223,00-0036963,00-0036973,00-0037239,00-0038563,00-0039139,00-0039376,LV_DST",lev,50000,,,130.65453,0.0154,130.65453,0.0148,130.65454,,170.5,135322,8.0,7.0276,0.3405,0.0044,0.0003,130.65454,199.17107,5.3776,0.8358589663913429
101,"00-0032764,00-0036040,00-0036900,00-0036963,00-0037228,00-0039139,00-0039376,00-0039424,JAX_DST",lev,50000,,,130.7147,0.0082,130.7147,0.0065,130.7147,,166.4,165876,8.0,8.6694,0.3296,0.0021,0.0004,130.7147,191.52132,4.2194,0.7807829363077441
102,"00-0036040,00-0036900,00-0036963,00-0036973,00-0039139,00-0039376,00-0039424,00-0040666,MIN_DST",lev,50000,,,130.70728,0.0154,130.70728,0.0126,130.70728,,135.9,481202,0.0,9.5191,0.3303,0.0036,0.0003,130.70728,199.93547,4.9691,0.8004036917541026
103,"00-0034383,00-0036040,00-0036900,00-0036963,00-0038597,00-0039139,00-0039424,00-0040743,JAX_DST",lev,50000,,,133.52184,0.0108,133.52185,0.0124,133.52185,,172.3,123237,8.0,11.9432,0.3857,0.0041,0.0006,133.52185,194.99852,5.6432,0.9265466673415358
104,"00-0036040,00-0036223,00-0036900,00-0036963,00-0038563,00-0038597,00-0039424,00-0040743,JAX_DST",lev,49900,,,132.44086,0.0084,132.44086,0.0084,132.44086,84.0,158.0,239936,0.0,5.093,0.3609,0.0027,0.0003,132.44086,191.762,4.793,0.8571588059760197
105,"00-0036040,00-0036900,00-0036973,00-0037239,00-0038563,00-0038597,00-0039139,00-0039376,MIN_DST",lev,50000,,,130.59593,0.0126,130.59593,0.0113,130.59593,,132.7,517121,0.0,5.584,0.3325,0.0044,0.0004,130.59593,197.38264,5.334,0.8091319079750896
106,"00-0034753,00-0036223,00-0036900,00-0037239,00-0038563,00-0039139,00-0039424,00-0040743,PHI_DST",lev,50000,,,132.10428,0.0089,132.10428,0.0077,132.10428,,163.8,186928,0.0,5.0927,0.3599,0.002,0.0003,132.10428,192.56006,4.4427,0.8491481819986763
107,"00-0032764,00-0036040,00-0036900,00-0037239,00-0038120,00-0038563,00-0039139,00-0039376,LV_DST",lev,50000,,,130.581,0.0064,130.581,0.0047,130.581,,165.2,175304,0.0,3.5639,0.3212,0.0014,0.0001,130.581,188.06534,3.5139,0.7505274772935898
108,"00-0032950,00-0035229,00-0036322,00-0036900,00-0036973,00-0038124,00-0038563,00-0039139,JAX_DST",lev,49600,,26.0,129.31927,0.0062,129.31927,0.005,129.31927,,173.02,118547,8.0,6.3112,0.3101,0.0035,0.0006,129.31927,188.66037,4.9112,0.7524549641949665
109,"00-0036040,00-0036900,00-0038542,00-0038563,00-0039139,00-0039424,00-0040122,00-0040743,TEN_DST",lev,50000,86.0,,132.39613,0.0068,132.39613,0.0067,132.39613,,176.0,100037,8.0,4.8836,0.3566,0.002,0.0005,132.39613,190.55513,4.6336,0.8485916299521398
110,"00-0036040,00-0036322,00-0036900,00-0038129,00-0038542,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49100,,,122.62273,0.0014,122.62273,0.0012,122.62271,,156.20000000000002,257940,0.0,1.8534,0.1851,0.0006,0.0,122.62273,178.01292,1.8534,0.4254202441604435
111,"00-0033106,00-0036040,00-0036900,00-0036963,00-0036973,00-0038563,00-0039139,00-0040390,JAX_DST",lev,49300,,31.0,132.9904,0.0157,132.99042,0.015,132.99042,,132.84,515469,0.0,5.8645,0.3772,0.0045,0.0002,132.99042,199.4627,5.7145,0.9182526210695593
112,"00-0036900,00-0037239,00-0037809,00-0038542,00-0038563,00-0039139,00-0039376,00-0039424,LAC_DST",lev,49200,,,121.73363,0.0024,121.733635,0.0022,121.73363,,132.5,519290,0.0,1.8861,0.1828,0.0007,0.0,121.73363,179.69392,1.8861,0.4210001653460452
113,"00-0036040,00-0036900,00-0036963,00-0036973,00-0037239,00-0038563,00-0039139,00-0039376,CLE_DST",lev,49700,,,130.50877,0.0153,130.50877,0.0136,130.50877,,134.6,495808,0.0,4.9983,0.332,0.0039,0.0001,130.50877,199.67972,4.8983,0.8052934147261517
114,"00-0036550,00-0036900,00-0037239,00-0037809,00-0038542,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49000,,,121.5628,0.0032,121.56281,0.0025,121.5628,,139.8,437161,0.0,2.139,0.1875,0.0008,0.0001,121.5628,180.04018,2.039,0.43310636646696965
115,"00-0036040,00-0036550,00-0036900,00-0037239,00-0038563,00-0039139,00-0040666,00-0040743,JAX_DST",lev,49900,80.0,,132.1035,0.0087,132.10349,0.0075,132.10349,47.0,142.60000000000002,405415,0.0,4.3416,0.3436,0.0016,0.0002,132.1035,192.11922,3.9916,0.8084260329342945
116,"00-0036040,00-0036550,00-0036900,00-0037239,00-0038542,00-0039139,00-0039376,00-0039890,PHI_DST",lev,49000,,,121.703766,0.0034,121.70377,0.0017,121.70377,,129.7,549617,0.0,2.0415,0.18,0.0009,0.0001,121.703766,181.12477,1.9915,0.4165185545499275
117,"00-0036040,00-0036223,00-0036900,00-0037239,00-0038563,00-0039066,00-0039139,00-0040743,JAX_DST",lev,49400,,,133.58582,0.0082,133.5858,0.0083,133.5858,,168.6,149021,8.0,3.938,0.3749,0.0011,0.0,133.58582,192.42433,3.938,0.8784189087380588
118,"00-0035644,00-0036223,00-0036900,00-0038542,00-0038563,00-0039139,00-0039376,00-0039424,LAC_DST",lev,49000,,,121.64245,0.0014,121.64245,0.0019,121.64245,,137.10000000000002,467743,0.0,1.8525,0.1722,0.0008,0.0,121.64245,177.77104,1.8525,0.39772744052031395
119,"00-0036040,00-0036900,00-0037228,00-0037239,00-0038563,00-0039040,00-0039139,00-0039376,JAX_DST",lev,50000,,,130.41945,0.0056,130.41945,0.0057,130.41945,,126.0,587849,0.0,3.8706,0.3224,0.0023,0.0,130.41945,188.01865,3.8706,0.7563199663410878
120,"00-0036040,00-0036900,00-0037248,00-0038563,00-0038597,00-0039139,00-0039424,00-0040743,TEN_DST",lev,50000,,,132.26015,0.0072,132.26015,0.0093,132.26015,,137.7,460933,0.0,6.3666,0.3471,0.0027,0.0007,132.26015,191.4403,5.0166,0.829347410097347
121,"00-0036040,00-0036550,00-0036900,00-0036963,00-0039139,00-0039424,00-0040122,00-0040743,JAX_DST",lev,50000,,,132.1384,0.0117,132.13841,0.0094,132.13841,,181.7,71006,8.0,4.7739,0.353,0.0022,0.0002,132.13843,195.55186,4.5739,0.8385116035006509
122,"00-0036040,00-0036900,00-0036963,00-0036973,00-0038597,00-0039139,00-0039376,00-0039424,NYJ_DST",lev,50000,,,130.4966,0.0158,130.49661,0.0145,130.49663,,146.4,362336,0.0,8.5661,0.3344,0.0047,0.0009,130.4966,199.63383,6.1661,0.8202475065169927
123,"00-0036040,00-0036223,00-0036900,00-0036963,00-0036973,00-0039376,00-0039424,00-0040666,JAX_DST",lev,49900,,,130.48628,0.0107,130.48628,0.01,130.48628,,129.4,552835,0.0,20.616,0.3262,0.0038,0.0008,130.48628,194.82976,5.166,0.7889720802396147
124,"00-0036040,00-0036900,00-0037239,00-0038563,00-0039139,00-0039361,00-0039376,00-0040666,PHI_DST",lev,49900,,,130.39622,0.0051,130.39622,0.0059,130.39622,,124.7,600697,0.0,3.5654,0.3114,0.0014,0.0002,130.39622,187.35588,3.4654,0.7227892037541332
125,"00-0036040,00-0036223,00-0036900,00-0038563,00-0039139,00-0039424,00-0040122,00-0040743,LAC_DST",lev,50000,,,132.22275,0.0075,132.22275,0.0078,132.22275,,171.8,126453,8.0,5.0182,0.3521,0.0022,0.0003,132.22275,191.2455,4.4182,0.8348345181327111
126,"00-0032764,00-0036040,00-0036900,00-0038563,00-0038597,00-0039139,00-0039424,00-0040743,PIT_DST",lev,49700,,,132.2096,0.0079,132.2096,0.0094,132.2096,,184.1,60950,8.0,4.4727,0.3533,0.0018,0.0002,132.2096,192.30588,4.2727,0.8332650601786598
127,"00-0036040,00-0036223,00-0036550,00-0036900,00-0037239,00-0038563,00-0039139,00-0040743,LV_DST",lev,49900,,,131.99446,0.0091,131.99445,0.0079,131.99445,89.0,159.39999999999998,226720,0.0,4.166,0.3474,0.0017,0.0001,131.99446,192.45789,4.066,0.8204975622239102
128,"00-0036040,00-0036275,00-0036900,00-0036963,00-0038563,00-0039139,00-0039424,00-0040743,TEN_DST",lev,49300,,,132.1961,0.0095,132.19612,0.0097,132.19612,,173.1,117987,8.0,6.4185,0.3515,0.0017,0.0001,132.19612,193.25897,4.0185,0.8284201984085939
129,"00-0036040,00-0036900,00-0036963,00-0039139,00-0039361,00-0039376,00-0039424,00-0040122,PHI_DST",lev,50000,,,130.43115,0.0076,130.43115,0.0067,130.43115,,163.8,186928,0.0,4.0527,0.3191,0.0019,0.0002,130.43115,191.78609,3.9027,0.7493126612739079
130,"00-0036040,00-0036550,00-0036900,00-0036973,00-0038542,00-0039139,00-0039424,00-0040743,JAX_DST",lev,49500,,,132.0429,0.0133,132.0429,0.0111,132.0429,,163.4,190508,0.0,6.8064,0.359,0.0052,0.0006,132.0429,196.9094,6.1564,0.8782888885589742
131,"00-0036900,00-0037239,00-0038542,00-0038563,00-0039066,00-0039139,00-0039424,00-0040743,JAX_DST",lev,49600,,,132.38464,0.0095,132.38464,0.0089,132.38464,,179.3,82411,8.0,4.3475,0.3574,0.0013,0.0001,132.38464,193.15889,4.0475,0.8409945404568998
132,"00-0034753,00-0034796,00-0036223,00-0036550,00-0036900,00-0038563,00-0039139,00-0040727,LAC_DST",lev,49000,,,122.91479,0.0038,122.91477,0.0033,122.91477,,115.46,681866,0.0,2.9291,0.2124,0.0021,0.0,122.91477,185.65735,2.9291,0.5081240383988012
133,"00-0036040,00-0036900,00-0036963,00-0036973,00-0039139,00-0039361,00-0039376,00-0039424,PIT_DST",lev,49400,,,130.38522,0.0145,130.38524,0.0126,130.38524,,157.9,240921,0.0,6.0295,0.3308,0.0037,0.0006,130.38522,198.0423,5.3295,0.8012239419044015
134,"00-0034753,00-0034796,00-0036223,00-0036550,00-0036900,00-0037809,00-0038563,00-0039139,PIT_DST",lev,49000,,,123.87312,0.0046,123.87312,0.0033,123.87312,,131.06,534569,0.0,4.577,0.2272,0.003,0.0005,123.87312,185.06113,3.627,0.5455336607601736
135,"00-0036040,00-0036410,00-0036900,00-0036973,00-0038597,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49700,,43.0,130.37415,0.0157,130.37415,0.0138,130.37415,,130.60000000000002,539767,0.0,9.9599,0.3296,0.0072,0.0012,130.37415,199.94499,6.9099,0.8203151272019473
136,"00-0036040,00-0036900,00-0037239,00-0038597,00-0039139,00-0039361,00-0039376,00-0039424,JAX_DST",lev,49900,,,130.36957,0.0131,130.36957,0.0123,130.36957,,159.4,226565,0.0,11.9143,0.3274,0.004,0.0007,130.36957,197.30475,5.1643,0.7911842538130875
137,"00-0034383,00-0036900,00-0036963,00-0037239,00-0039139,00-0039361,00-0039376,00-0039424,JAX_DST",lev,50000,,,130.28114,0.0085,130.28114,0.0083,130.28114,,162.4,199187,0.0,4.2062,0.3247,0.0018,0.0001,130.28114,192.6768,4.0062,0.7666177416492864
138,"00-0036040,00-0036223,00-0036900,00-0036973,00-0039139,00-0039424,00-0039890,00-0040743,JAX_DST",lev,49200,,,132.54123,0.0125,132.54123,0.0127,132.54123,,167.2,159472,8.0,6.9705,0.3636,0.0059,0.0005,132.54123,197.2168,6.2705,0.8936395424718028
139,"00-0032764,00-0036040,00-0036900,00-0036963,00-0039139,00-0039361,00-0039376,00-0039424,TEN_DST",lev,50000,,,130.36385,0.0078,130.36385,0.0066,130.36385,,163.4,190508,0.0,4.841,0.3214,0.0019,0.0004,130.36385,191.65349,3.991,0.7547459502564944
140,"00-0036040,00-0036900,00-0036963,00-0038542,00-0038563,00-0039139,00-0039424,00-0040743,CLE_DST",lev,49900,,,132.1196,0.0093,132.11958,0.0089,132.11958,,169.0,146043,8.0,4.0079,0.3511,0.0014,0.0001,132.11957,192.79953,4.0079,0.8279416717644044
141,"00-0036040,00-0036900,00-0036963,00-0037228,00-0037239,00-0038563,00-0039139,00-0039376,LV_DST",lev,50000,,,130.27577,0.0089,130.27577,0.0084,130.27577,,144.1,388116,0.0,4.1238,0.3226,0.0026,0.0002,130.27577,192.7797,3.9738,0.7589302715824336
142,"00-0036900,00-0036973,00-0037239,00-0038597,00-0038935,00-0039139,00-0039376,00-0039424,JAX_DST",lev,50000,,,130.43745,0.0143,130.43745,0.0122,130.43745,,148.8,335789,0.0,11.0371,0.3347,0.0054,0.0007,130.43745,198.67685,5.8371,0.8206285140836349
143,"00-0036040,00-0036900,00-0036973,00-0037239,00-0038597,00-0039139,00-0039376,00-0039424,PHI_DST",lev,49900,54.0,11.0,130.33444,0.0203,130.33443,0.018,130.33443,52.0,142.9,402053,0.0,9.9139,0.3356,0.0092,0.0015,130.33443,204.10605,8.3639,0.850811390235315
144,"00-0034383,00-0036900,00-0036963,00-0036973,00-0037239,00-0039139,00-0039376,00-0039424,PHI_DST",lev,50000,,,130.246,0.0153,130.246,0.0143,130.246,,145.89999999999998,368007,0.0,5.5744,0.3368,0.0048,0.0001,130.24599,199.88509,5.5244,0.8245597372194865
145,"00-0036040,00-0036223,00-0036900,00-0038120,00-0039139,00-0039376,00-0039424,00-0039915,JAX_DST",lev,49800,,,130.31572,0.0049,130.31572,0.0047,130.31572,,156.2,257940,0.0,3.7158,0.3108,0.0014,0.0001,130.31573,187.29224,3.4158,0.7246836857287985
146,"00-0034844,00-0036040,00-0036223,00-0036900,00-0038563,00-0039139,00-0039424,00-0040743,DET_DST",lev,50000,,,132.06905,0.0059,132.06905,0.0055,132.06905,,154.10000000000002,279296,0.0,3.7847,0.3443,0.0016,0.0,132.06905,189.28448,3.7847,0.804632036400386
147,"00-0036040,00-0036550,00-0036900,00-0036973,00-0037239,00-0039139,00-0039376,00-0040122,JAX_DST",lev,50000,,,130.0725,0.0107,130.0725,0.0101,130.0725,,149.9,323839,0.0,6.3853,0.3247,0.0036,0.0006,130.0725,195.46674,5.0853,0.7869953743222113
148,"00-0036040,00-0036223,00-0036963,00-0036973,00-0037239,00-0039139,00-0039376,00-0039424,JAX_DST",lev,50000,,1.0,130.27303,0.023,130.27303,0.0198,130.27303,,185.7,54767,8.0,14.5813,0.3472,0.0098,0.0016,130.27303,206.15794,8.3813,0.8868357755293473
149,"00-0036040,00-0036275,00-0036900,00-0037239,00-0039139,00-0039376,00-0039424,00-0040666,JAX_DST",lev,50000,,,130.26912,0.009,130.26912,0.0099,130.26912,,164.0,185213,0.0,15.817,0.3197,0.002,0.0003,130.26912,192.7723,4.117,0.7603873760677068
150,"00-0036040,00-0036900,00-0038563,00-0039040,00-0039139,00-0039424,00-0040666,00-0040743,PIT_DST",lev,49700,,,132.02568,0.0062,132.02568,0.0062,132.02568,,146.9,356590,0.0,4.1496,0.3387,0.0017,0.0001,132.02568,188.97375,4.0496,0.7920338857225874
151,"00-0036040,00-0036223,00-0036900,00-0037239,00-0038563,00-0039139,00-0039361,00-0039376,MIN_DST",lev,50000,,,130.16719,0.0054,130.16719,0.0056,130.16719,,146.5,361167,0.0,3.5095,0.3138,0.0011,0.0001,130.1672,187.81267,3.4095,0.7306131122311995
152,"00-0034383,00-0036040,00-0036223,00-0036900,00-0036963,00-0039139,00-0039424,00-0040743,PHI_DST",lev,50000,,,133.05795,0.0091,133.05795,0.0096,133.05795,,169.6,141685,8.0,4.6203,0.3742,0.0025,0.0001,133.05795,192.79465,4.5703,0.8871486667416357
153,"00-0036040,00-0036223,00-0036900,00-0037248,00-0038563,00-0039139,00-0039424,00-0040743,MIN_DST",lev,49900,,,131.98552,0.0062,131.98552,0.0059,131.98552,,153.0,290781,0.0,4.355,0.3496,0.0017,0.0002,131.9855,188.5875,4.255,0.8243794578737496
154,"00-0035662,00-0036040,00-0036900,00-0036963,00-0038542,00-0039139,00-0039376,00-0039424,BUF_DST",lev,49100,,,122.14517,0.003,122.14517,0.0025,122.14517,,141.10000000000002,422660,0.0,1.893,0.1865,0.0006,0.0,122.14517,183.20581,1.893,0.4306266761743622
155,"00-0032764,00-0034753,00-0036040,00-0036900,00-0037239,00-0038563,00-0039139,00-0040743,JAX_DST",lev,49800,36.0,,132.71704,0.0087,132.71704,0.008,132.71703,21.0,180.5,76492,8.0,6.6932,0.3641,0.0031,0.0008,132.71706,192.61032,5.1932,0.867792966441925
156,"00-0034753,00-0034796,00-0036223,00-0036550,00-0036900,00-0036973,00-0039139,00-0039424,LV_DST",lev,50000,7.0,9.0,131.5279,0.0109,131.5279,0.0097,131.5279,7.0,152.46,296464,0.0,8.2709,0.3477,0.007,0.0006,131.5279,194.84068,6.7209,0.8607205238369148
157,"00-0036040,00-0036275,00-0036900,00-0036973,00-0037239,00-0038563,00-0039139,00-0039376,TEN_DST",lev,49300,,,130.1302,0.0099,130.1302,0.0102,130.1302,,141.3,420379,0.0,4.4877,0.3258,0.0031,0.0001,130.1302,193.70598,4.3877,0.7814468022580776
158,"00-0036040,00-0036223,00-0036900,00-0037239,00-0038563,00-0039139,00-0039376,00-0039811,JAX_DST",lev,49700,,,130.11708,0.0058,130.11707,0.0054,130.11708,,133.9,503743,0.0,3.9562,0.312,0.0016,0.0001,130.11708,187.25146,3.7562,0.7332006632875463
159,"00-0032764,00-0036040,00-0036900,00-0037239,00-0038120,00-0039139,00-0039376,00-0039424,JAX_DST",lev,50000,,,130.1995,0.0095,130.1995,0.009,130.1995,,180.4,76952,8.0,5.0107,0.323,0.0033,0.0003,130.1995,193.65715,4.6107,0.7727294092338458
160,"00-0034844,00-0034855,00-0037248,00-0038563,00-0038597,00-0039050,00-0039064,00-0040129,JAX_DST",boom,49600,,,119.67075,0.0013,119.67075,0.0013,119.67075,,110.34,718347,0.0,1.945,0.1791,0.0005,0.0,119.67075,176.92719,1.945,0.4179941066499356
161,"00-0034796,00-0036223,00-0036550,00-0036900,00-0038120,00-0039064,00-0039890,00-0040663,JAX_DST",boom,50000,47.0,48.0,124.2327,0.0066,124.2327,0.0053,124.2327,80.0,136.16,478093,0.0,113.4737,0.2565,0.0049,0.0014,124.2327,190.41406,5.4237,0.6384888974256754
162,"00-0035261,00-0036355,00-0036410,00-0037744,00-0038597,00-0039915,00-0040735,00-0041550,JAX_DST",boom,50000,,,116.58985,0.0008,116.58985,0.0013,116.58985,,113.56,696176,0.0,1.5374,0.1485,0.0005,0.0,116.58985,175.65445,1.5374,0.3452819643582563
163,"00-0036407,00-0036971,00-0038597,00-0038606,00-0039893,00-0040122,00-0040663,00-0040666,JAX_DST",boom,49100,,,117.954834,0.0025,117.95483,0.0018,117.95483,,137.9,458681,0.0,3.2462,0.1753,0.003,0.0003,117.954834,178.10664,3.1462,0.427880622772457
164,"00-0032764,00-0034827,00-0035710,00-0036223,00-0037664,00-0038559,00-0038996,00-0038997,JAX_DST",boom,49100,66.0,80.0,116.7971,0.0055,116.7971,0.0042,116.7971,,147.34,351801,0.0,117.8087,0.194,0.0068,0.0013,116.7971,186.99991,5.4587,0.5013034202157184
165,"00-0032764,00-0035229,00-0036554,00-0037248,00-0038597,00-0038608,00-0039163,00-0039849,JAX_DST",boom,49400,,,119.77501,0.0017,119.77501,0.0019,119.77501,,140.66,427365,0.0,3.6135,0.2037,0.0031,0.0003,119.77501,179.35208,3.4635,0.49936035813886465
166,"00-0034827,00-0036410,00-0036442,00-0036900,00-0037809,00-0039032,00-0039361,00-0041438,PHI_DST",boom,49900,,,118.1522,0.0026,118.15219,0.004,118.1522,,91.36,801659,0.0,2.8858,0.1764,0.0013,0.0001,118.15219,177.75769,2.2358,0.4152735945735511
167,"00-0034383,00-0035659,00-0035685,00-0037239,00-0037248,00-0038597,00-0038608,00-0039163,JAX_DST",boom,49200,,,118.43991,0.0038,118.43991,0.005,118.43991,,134.26,499633,0.0,6.3227,0.1992,0.0045,0.001,118.43991,182.9782,4.6227,0.5013664342121458
168,"00-0034753,00-0034796,00-0036223,00-0036900,00-0038597,00-0039391,00-0039849,00-0040870,JAX_DST",boom,49200,,,118.64697,0.0021,118.64697,0.0024,118.64697,,105.36,747814,0.0,2.1475,0.1719,0.0011,0.0001,118.64697,180.10861,2.0975,0.4072986204652775
169,"00-0033119,00-0034827,00-0037744,00-0038559,00-0038997,00-0040666,00-0041027,00-0041438,JAX_DST",boom,49900,,,109.7603,0.0015,109.7603,0.0019,109.7603,,124.38,603656,0.0,3.6486,0.1319,0.0027,0.0005,109.7603,174.33359,2.7486,0.32740625922775035
170,"00-0034960,00-0036322,00-0036971,00-0037740,00-0038120,00-0038996,00-0039893,00-0040784,LAC_DST",boom,49100,,,111.3534,0.0009,111.35341,0.0008,111.3534,,130.7,538828,0.0,2.3047,0.1229,0.0018,0.0002,111.3534,170.82463,2.0047,0.29761457937938474
171,"00-0036322,00-0036555,00-0036971,00-0038542,00-0039040,00-0039893,00-0041503,00-0041547,JAX_DST",boom,49400,,,114.05935,0.0005,114.05935,0.0006,114.05935,,153.60000000000002,284339,0.0,3.6757,0.132,0.0012,0.0003,114.05935,168.84605,1.8757,0.3128339588038786
172,"00-0030565,00-0036900,00-0037740,00-0038120,00-0038542,00-0039890,00-0040663,00-0041438,JAX_DST",boom,49000,,,117.77086,0.004,117.77086,0.0029,117.77086,,114.4,690181,0.0,4.3068,0.1861,0.0037,0.0004,117.77086,182.43092,3.4068,0.459640105868452
173,"00-0028118,00-0036322,00-0036555,00-0036970,00-0037239,00-0038124,00-0040666,00-0040667,JAX_DST",boom,49000,,,111.69705,0.0008,111.69705,0.0009,111.69704,,159.6,224593,0.0,1.6277,0.1064,0.0009,0.0001,111.69705,168.33922,1.4777,0.25039011681105355
174,"00-0028118,00-0034844,00-0036900,00-0038124,00-0038129,00-0038542,00-0038994,00-0039146,PHI_DST",boom,49900,,,116.1979,0.0015,116.1979,0.0012,116.1979,,92.8,797857,0.0,3.0069,0.1553,0.0014,0.0003,116.1979,175.38432,2.3069,0.3720698551782759
175,"00-0035685,00-0036554,00-0037239,00-0037248,00-0038608,00-0038935,00-0039163,00-0039915,JAX_DST",boom,49500,64.0,33.0,118.88242,0.0057,118.88242,0.006,118.88242,75.0,155.26,267509,0.0,8.5935,0.2071,0.0084,0.0011,118.88242,187.11021,5.9935,0.5357971109743307
176,"00-0034383,00-0035685,00-0036554,00-0037261,00-0039139,00-0039163,00-0040719,00-0040735,JAX_DST",boom,49100,,,120.23978,0.0043,120.23976,0.0061,120.23976,,155.95999999999998,260388,0.0,8.2156,0.2218,0.0081,0.0011,120.23978,185.47775,6.0656,0.5715846251713105
177,"00-0033858,00-0036264,00-0036410,00-0036554,00-0037525,00-0039139,00-0039915,00-0040667,JAX_DST",boom,49400,,,115.77688,0.001,115.77688,0.0006,115.77688,,158.78,232410,0.0,4.1579,0.1303,0.001,0.0003,115.77688,170.14368,1.7079,0.3047984939648375
178,"00-0031610,00-0036275,00-0036900,00-0038597,00-0039040,00-0039150,00-0039491,00-0039849,JAX_DST",boom,49400,,,125.3085,0.0028,125.3085,0.0035,125.3085,,162.33999999999995,199959,0.0,14.3087,0.2571,0.0026,0.0007,125.3085,182.9434,4.0587,0.6169269143082309
